"","ds","Global_reactive_power","y","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh","Voltage","Global_intensity","week"
"249",2007-08-21,157.308,10.7092666666667,0,0.038,3.296,7.37526666666667,240.573055555556,1.96111111111111,34
"250",2007-08-22,154.288,20.1634666666667,3.048,1.836,7.241,8.03846666666667,240.817319444444,3.57125,34
"251",2007-08-23,157.954,18.5385333333333,2.502,0.259,5.342,10.4355333333333,240.647305555556,3.33027777777778,34
"252",2007-08-24,262.812,27.6084,1.891,3.784,9.944,11.9894,240.494798611111,4.93611111111111,34
"253",2007-08-25,272.548,19.1813333333333,4.149,2.191,5.678,7.16333333333333,239.859826388889,3.55375,34
"254",2007-08-26,299.388,21.9151,1.541,3.645,5.658,11.0711,239.950916666667,4.01263888888889,34
"255",2007-08-27,299.084,20.1955,2.305,1.229,6.344,10.3175,239.923583333333,3.69125,35
"256",2007-08-28,181.114,16.6167333333333,1.038,2.468,5.483,7.62773333333333,239.549875,2.99611111111111,35
"257",2007-08-29,175.426,12.4665333333333,0.957,0.562,4.932,6.01553333333333,240.744993055556,2.27958333333333,35
"258",2007-08-30,191.048,20.0409666666667,3.822,2.58,4.221,9.41796666666667,240.573173611111,3.60430555555556,35
"259",2007-08-31,187.256,21.3303666666667,1.2,0.666,8.738,10.7263666666667,239.985701388889,3.78847222222222,35
"260",2007-09-01,289.846,28.3581,2.497,0.569,9.733,15.5591,239.355743055556,5.06541666666667,35
"261",2007-09-02,231.598,27.7078,3.613,1.617,8.806,13.6718,240.045333333333,5.01722222222222,35
"262",2007-09-03,188.422,17.3153666666667,0.621,2.515,5.323,8.85636666666667,239.620347222222,3.13069444444444,36
"263",2007-09-04,179.626,26.4157333333333,2.928,3.501,9.821,10.1657333333333,239.659666666667,4.75597222222222,36
"264",2007-09-05,148.864,20.6095333333333,0,4.144,6.705,9.76053333333333,239.148159722222,3.69763888888889,36
"265",2007-09-06,172.026,15.0245666666667,0,3.888,3.461,7.67556666666667,239.340048611111,2.75222222222222,36
"266",2007-09-07,181.738,22.2749333333333,3.632,0.551,9.388,8.70393333333333,239.031701388889,4.00722222222222,36
"267",2007-09-08,186.33,24.4958666666667,3.339,1.801,9.164,10.1918666666667,239.730444444444,4.39194444444444,36
"268",2007-09-09,209.152,27.9917,2.184,4.438,9.233,12.1367,238.922145833333,5.05402777777778,36
"269",2007-09-10,177.498,18.6229333333333,0.935,0.595,5.613,11.4799333333333,239.388659722222,3.36375,37
"270",2007-09-11,151.764,16.3928666666667,0.943,0.55,5.792,9.10786666666667,240.071993055556,2.95208333333333,37
"271",2007-09-12,171.794,21.4627333333333,0,3.217,7.755,10.4907333333333,240.015055555556,3.86,37
"272",2007-09-13,165.958,19.1063666666667,1.175,2.523,3.853,11.5553666666667,239.309833333333,3.46444444444444,37
"273",2007-09-14,183.126,18.9245,0.901,0.676,5.804,11.5435,239.301895833333,3.44472222222222,37
"274",2007-09-15,184.466,18.2552,0,1.449,6.464,10.3422,240.001972222222,3.27819444444444,37
"275",2007-09-16,192.352,27.5370666666667,3.118,3.064,9.31,12.0450666666667,239.560465277778,4.96625,37
"276",2007-09-17,202.314,24.3531,6.651,0.926,6.279,10.4971,239.214798611111,4.41347222222222,38
"277",2007-09-18,147.132,19.4586666666667,1.888,2.029,5.425,10.1166666666667,238.260673611111,3.51277777777778,38
"278",2007-09-19,151.794,21.6447333333333,0,2.743,7.937,10.9647333333333,240.305208333333,3.88333333333333,38
"279",2007-09-20,132.908,20.9255333333333,1.056,0.489,9.996,9.38453333333333,239.714986111111,3.72097222222222,38
"280",2007-09-21,152.834,20.6463333333333,3.13,2.745,6.316,8.45533333333333,239.381465277778,3.73263888888889,38
"281",2007-09-22,183.432,19.6028666666667,0.944,1.311,7.688,9.65986666666667,239.483034722222,3.51513888888889,38
"282",2007-09-23,242.974,23.6328333333333,2.831,1.929,7.382,11.4908333333333,239.500430555556,4.28,38
"283",2007-09-24,197.624,22.5755,0.929,3.935,7.955,9.7565,238.600604166667,4.07875,39
"284",2007-09-25,130.078,29.4057,0.916,2.253,9.82,16.4167,238.099611111111,5.20638888888889,39
"285",2007-09-26,169.228,30.4922,1.058,9.417,5.695,14.3222,239.419784722222,5.39097222222222,39
"286",2007-09-27,150.71,23.21,1.066,0.643,7.324,14.177,239.567055555556,4.07777777777778,39
"287",2007-09-28,222.718,28.0083,0.996,3.722,9.952,13.3383,239.462430555556,4.99416666666667,39
"288",2007-09-29,182.122,38.2753666666667,4.085,7.457,8.19,18.5433666666667,239.140111111111,6.79319444444444,39
"289",2007-09-30,163.588,25.2715,1.405,0.582,10.225,13.0595,240.064784722222,4.4525,39
"290",2007-10-01,146.734,28.6820333333333,1.507,6.622,5.96,14.5930333333333,239.239916666667,5.07375,40
"291",2007-10-02,161.828,36.6477333333333,0.508,8.022,12.815,15.3027333333333,238.493791666667,6.47402777777778,40
"292",2007-10-03,157.738,21.3409,0.979,5.024,3.692,11.6459,239.261069444444,3.8,40
"293",2007-10-04,138.448,25.3076333333333,2.4,0.444,9.71,12.7536333333333,239.205076388889,4.45458333333333,40
"294",2007-10-05,150.636,23.2348666666667,0,0.351,9.425,13.4588666666667,238.827111111111,4.08972222222222,40
"295",2007-10-06,186.192,29.2706666666667,4.84,0.347,9.666,14.4176666666667,238.380715277778,5.16763888888889,40
"296",2007-10-07,153.178,35.1019,2.498,8.255,10.886,13.4629,238.826277777778,6.20791666666667,40
"297",2007-10-08,121.896,18.2540333333333,0,0.42,5.082,12.7520333333333,239.096548611111,3.23111111111111,41
"298",2007-10-09,159.802,28.1309666666667,2.034,2.147,9.29,14.6599666666667,238.879145833333,4.98236111111111,41
"299",2007-10-10,132.752,19.4495333333333,1.863,2.117,3.345,12.1245333333333,239.421159722222,3.48861111111111,41
"300",2007-10-11,153.108,28.8741,2.63,0.414,7.806,18.0241,238.444152777778,5.10902777777778,41
"301",2007-10-12,137.984,31.9084,1.02,5.028,11.659,14.2014,238.4813125,5.66708333333333,41
"302",2007-10-13,125.204,32.1121333333333,0.969,3.799,8.463,18.8811333333333,238.765409722222,5.70069444444444,41
"303",2007-10-14,150.05,34.3542,2.93,7.494,7.126,16.8042,239.101034722222,6.07875,41
"304",2007-10-15,118.182,21.1055,1.061,0.339,7.654,12.0515,239.292708333333,3.72194444444444,42
"305",2007-10-16,185.414,32.7407,0,7.871,9.876,14.9937,238.862618055556,5.82319444444444,42
"306",2007-10-17,136.4,26.2821666666667,1.065,0.453,8.968,15.7961666666667,239.192131944444,4.63694444444444,42
"307",2007-10-18,122.5,25.3088333333333,1.162,0.317,9.864,13.9658333333333,239.800284722222,4.43375,42
"308",2007-10-19,121.478,34.7608,1.299,3.124,11.648,18.6898,239.652173611111,6.10319444444444,42
"309",2007-10-20,139.544,27.6707666666667,2.363,0.296,13.225,11.7867666666667,241.824819444444,4.81472222222222,42
"310",2007-10-21,154.028,32.3656666666667,3.712,4.357,7.313,16.9836666666667,241.490743055556,5.70166666666667,42
"311",2007-10-22,116.41,27.5482666666667,0,0.299,13.027,14.2222666666667,240.545402777778,4.80583333333333,43
"312",2007-10-23,128.3,32.6400666666667,1.067,5.186,10.68,15.7070666666667,241.232298611111,5.715,43
"313",2007-10-24,146.782,31.0939333333333,4.459,0.364,9.115,17.1559333333333,240.808270833333,5.47319444444444,43
"314",2007-10-25,132.2,30.8986333333333,1.478,2.433,7.385,19.6026333333333,240.472631944444,5.41361111111111,43
"315",2007-10-26,109.676,23.9594666666667,0,0.348,5.766,17.8454666666667,240.680854166667,4.36583333333333,43
"316",2007-10-27,109.186,29.7614666666667,1.374,4.856,8.949,14.5824666666667,240.201208333333,5.30916666666667,43
"317",2007-10-28,92.298,8.53596666666667,0,0.283,1.765,6.48796666666667,240.866055555556,1.48527777777778,43
"318",2007-10-29,86.998,9.09046666666667,0,0.269,2.749,6.07246666666667,241.193305555556,1.57444444444444,44
"319",2007-10-30,89.84,13.5168,0,1.935,4.256,7.3258,240.625923611111,2.35138888888889,44
"320",2007-10-31,107.2,21.3868333333333,0,4.7,8.915,7.77183333333333,240.338979166667,3.74236111111111,44
"321",2007-11-01,85.046,8.27026666666667,0,0.293,1.991,5.98626666666667,240.938402777778,1.43597222222222,44
"322",2007-11-02,93.362,24.0600333333333,1.346,2.115,12.245,8.35403333333333,239.348986111111,4.20263888888889,44
"323",2007-11-03,88.124,8.20916666666667,0,0.282,1.936,5.99116666666667,240.190506944444,1.43430555555556,44
"324",2007-11-04,138.802,24.7614333333333,0,4.387,7.068,13.3064333333333,240.205520833333,4.38402777777778,44
"325",2007-11-05,131.35,25.0098666666667,1.265,0.397,6.583,16.7648666666667,239.659111111111,4.39625,45
"326",2007-11-06,200.526,34.7063,1.105,5.515,10.69,17.3963,238.701958333333,6.14986111111111,45
"327",2007-11-07,193.52,30.7459666666667,5.042,0.301,6.374,19.0289666666667,239.564909722222,5.48111111111111,45
"328",2007-11-08,134.698,25.0176666666667,1.715,0.314,6.5,16.4886666666667,240.752645833333,4.435,45
"329",2007-11-09,113.242,36.1871,0,4.573,15.375,16.2391,238.7154375,6.36722222222222,45
"330",2007-11-10,237.652,43.5266666666667,3.697,0.304,13.767,25.7586666666667,239.110409722222,7.70694444444444,45
"331",2007-11-11,185.61,31.4520666666667,3.445,0.32,6.024,21.6630666666667,240.260263888889,5.54055555555556,45
"332",2007-11-12,137.468,35.9357666666667,1.018,4.165,13.281,17.4717666666667,239.825590277778,6.27194444444444,46
"333",2007-11-13,140.952,36.9066333333333,0.978,4.933,11.076,19.9196333333333,241.122979166667,6.45347222222222,46
"334",2007-11-14,141.59,34.1332333333333,1.055,0.295,16.345,16.4382333333333,239.946027777778,5.94069444444444,46
"335",2007-11-15,133.066,24.8664666666667,1.606,0.571,7.503,15.1864666666667,239.984993055556,4.39638888888889,46
"336",2007-11-16,123.978,38.4959,1.991,4.66,13.564,18.2809,240.983513888889,6.71805555555556,46
"337",2007-11-17,168.03,43.5015666666667,2.588,2.199,14.99,23.7245666666667,240.603423611111,7.59888888888889,46
"338",2007-11-18,161.762,36.3976333333333,5.201,2.097,7.066,22.0336333333333,242.260458333333,6.34763888888889,46
"339",2007-11-19,112.03,28.7275666666667,1.089,0.253,10.75,16.6355666666667,242.766354166667,5.00625,47
"340",2007-11-20,124.832,34.9309333333333,1.015,3.954,11.026,18.9359333333333,241.338826388889,6.09041666666667,47
"341",2007-11-21,131.612,29.2535333333333,1.141,0.549,9.473,18.0905333333333,241.495118055556,5.12111111111111,47
"342",2007-11-22,143.108,32.2063,2.867,0.297,9.001,20.0413,241.565048611111,5.65625,47
"343",2007-11-23,138.912,42.0436333333333,2.168,6.181,13.685,20.0096333333333,240.722368055556,7.34069444444444,47
"344",2007-11-24,150.512,31.6509,1.573,4.131,13.451,12.4959,241.802743055556,5.51263888888889,47
"345",2007-11-25,122.776,23.2599666666667,3.556,0.279,5.678,13.7469666666667,242.661159722222,4.08666666666667,47
"346",2007-11-26,117.05,26.1619333333333,1.088,0.288,8.926,15.8599333333333,241.116493055556,4.60138888888889,48
"347",2007-11-27,139.994,46.6835333333333,1.063,11.02,15.111,19.4895333333333,241.321097222222,8.15625,48
"348",2007-11-28,115.442,27.4156666666667,1.182,0.769,7.81,17.6546666666667,242.894805555556,4.77555555555556,48
"349",2007-11-29,118.71,28.6575333333333,2.031,0.283,8.818,17.5255333333333,242.732340277778,5.01569444444444,48
"350",2007-11-30,147.28,38.8621333333333,0,7.941,13.601,17.3201333333333,243.48775,6.75722222222222,48
"351",2007-12-01,288.892,52.2490333333333,9.356,0.353,17.847,24.6930333333333,240.266083333333,9.19152777777778,48
"352",2007-12-02,325.082,49.1031333333333,2.09,6.915,10.636,29.4621333333333,240.730006944444,8.61861111111111,48
"353",2007-12-03,131.914,29.3676666666667,1.141,0.299,10.428,17.4996666666667,241.079590277778,5.16555555555556,49
"354",2007-12-04,145.016,34.4606,1.012,5.828,8.561,19.0596,241.535979166667,6.04513888888889,49
"355",2007-12-05,178.398,35.8853333333333,3.422,0.295,10.919,21.2493333333333,241.227881944444,6.34819444444444,49
"356",2007-12-06,161.936,41.4655666666667,4.751,0.318,11.908,24.4885666666667,239.710097222222,7.33791666666667,49
"357",2007-12-07,147.64,29.4836,0.459,3.71,10.263,15.0516,240.671048611111,5.15791666666667,49
"358",2007-12-08,154.34,36.8900666666667,1.133,2.354,12.283,21.1200666666667,239.559930555556,6.50805555555556,49
"359",2007-12-09,200.936,37.9097333333333,4.176,2.428,8.728,22.5777333333333,239.915076388889,6.70152777777778,49
"360",2007-12-10,125.012,29.3125666666667,1.102,0.278,8.281,19.6515666666667,241.903833333333,5.17458333333333,50
"361",2007-12-11,133.698,38.4184,1.05,3.817,12.74,20.8114,241.460236111111,6.71222222222222,50
"362",2007-12-12,116.886,26.4677,1.152,0.254,7.759,17.3027,242.476326388889,4.59111111111111,50
"363",2007-12-13,111.49,30.7957666666667,1.103,1.448,8.911,19.3337666666667,241.827340277778,5.41958333333333,50
"364",2007-12-14,179.55,32.9134666666667,0.98,3.849,12.941,15.1434666666667,241.985923611111,5.75777777777778,50
"365",2007-12-15,157.626,45.6146,1.706,3.687,14.313,25.9086,241.280645833333,7.98,50
"366",2007-12-16,126.938,46.0369666666667,3.41,2.281,12.929,27.4169666666667,242.684986111111,7.99222222222222,50
"367",2007-12-17,105.194,29.9737,1.636,0.243,10.567,17.5277,242.625729166667,5.18972222222222,51
"368",2007-12-18,144.08,43.7199,1.123,5.81,11.093,25.6939,242.939986111111,7.60208333333333,51
"369",2007-12-19,109.336,36.6008666666667,1.233,2.658,11.679,21.0308666666667,242.701097222222,6.33444444444444,51
"370",2007-12-20,119.434,32.4959666666667,1.859,0.276,13.592,16.7689666666667,243.1679375,5.61333333333333,51
"371",2007-12-21,106.47,33.0429333333333,1.191,0.2,12.251,19.4009333333333,242.881631944444,5.71375,51
"372",2007-12-22,141.314,43.5210666666667,3.819,4.55,12.673,22.4790666666667,242.145534722222,7.59347222222222,51
"373",2007-12-23,176.272,40.1508,1.971,3.091,11.962,23.1268,242.5579375,6.98277777777778,51
"374",2007-12-24,149.754,37.6308,2.985,2.316,14.35,17.9798,242.650423611111,6.54972222222222,52
"375",2007-12-25,151.812,44.9161333333333,4.588,3.368,9.084,27.8761333333333,242.980868055556,7.79097222222222,52
"376",2007-12-26,140.314,43.0046666666667,1.109,2.773,9.48,29.6426666666667,242.392395833333,7.42611111111111,52
"377",2007-12-27,190.582,42.2033,4.122,1.49,7.96,28.6313,242.111611111111,7.39583333333333,52
"378",2007-12-28,206.8,51.8842,1.98,8.554,15.823,25.5272,242.284479166667,9.03055555555556,52
"379",2007-12-29,199.892,54.9826,4.836,2.434,14.906,32.8066,240.550666666667,9.56,52
"380",2007-12-30,178.436,42.6486,3.595,3.597,13.485,21.9716,242.099173611111,7.46569444444444,52
"381",2007-12-31,145.536,36.9423666666667,0,3.457,14.071,19.4143666666667,241.094791666667,6.455,53
"382",2008-01-01,142.508,45.9956333333333,2.461,2.739,12.355,28.4406333333333,241.036673611111,7.97861111111111,1
"383",2008-01-02,111.666,27.4017666666667,0,3.094,8.987,15.3207666666667,242.417451388889,4.77041666666667,1
"384",2008-01-03,121.182,25.1684666666667,1.13,0.846,6.671,16.5214666666667,243.077458333333,4.40166666666667,1
"385",2008-01-04,136.706,38.1975333333333,1.241,5.326,11.752,19.8785333333333,241.273381944444,6.71513888888889,1
"386",2008-01-05,129.464,36.3874666666667,2.113,0.286,14.591,19.3974666666667,238.822944444444,6.44680555555556,1
"387",2008-01-06,116.958,30.4197333333333,1.966,2.445,7.824,18.1847333333333,239.407291666667,5.39013888888889,1
"388",2008-01-07,116.172,28.2635666666667,1.288,0.282,10.294,16.3995666666667,240.7439375,4.91527777777778,1
"389",2008-01-08,127.452,34.0591666666667,2.197,3.511,9.793,18.5581666666667,240.821805555556,5.99,2
"390",2008-01-09,125.336,29.8073333333333,1.162,0.284,8.963,19.3983333333333,241.258638888889,5.23194444444444,2
"391",2008-01-10,120.504,31.5679333333333,1.307,0.285,9.992,19.9839333333333,240.807138888889,5.59458333333333,2
"392",2008-01-11,95.484,28.4303,1.261,0.29,7.997,18.8823,240.410048611111,4.96347222222222,2
"393",2008-01-12,162.724,47.8568,5.594,2.621,11.116,28.5258,239.960180555556,8.52388888888889,2
"394",2008-01-13,144.786,48.1018333333333,6.505,0.341,9.379,31.8768333333333,239.747027777778,8.45680555555556,2
"395",2008-01-14,120.11,33.7488666666667,5.918,0.339,9.738,17.7538666666667,240.299006944444,6.01458333333333,2
"396",2008-01-15,113.144,44.7818666666667,0.782,6.883,14.512,22.6048666666667,240.709486111111,7.89125,3
"397",2008-01-16,128.93,35.5975333333333,1.162,3.43,9.391,21.6145333333333,240.422145833333,6.31958333333333,3
"398",2008-01-17,116.718,26.2047,1.007,0.35,8.657,16.1907,241.627993055556,4.645,3
"399",2008-01-18,119.29,36.4498,1.034,0.846,14.983,19.5868,239.932930555556,6.43222222222222,3
"400",2008-01-19,134.982,33.0051,2.521,6.054,8.015,16.4151,239.605923611111,5.82888888888889,3
"401",2008-01-20,138.614,29.0061333333333,1.775,0.38,4.94,21.9111333333333,239.944541666667,5.14888888888889,3
"402",2008-01-21,122.4,30.9833,0,0.376,10.447,20.1603,239.56475,5.51902777777778,3
"403",2008-01-22,143.462,38.7503,4.67,7.64,7.552,18.8883,240.094777777778,6.92875,4
"404",2008-01-23,107.984,31.3718,1.116,0.387,13.359,16.5098,240.907048611111,5.52027777777778,4
"405",2008-01-24,104.306,27.4170333333333,1.107,0.32,5.935,20.0550333333333,240.779229166667,4.88791666666667,4
"406",2008-01-25,119.626,37.3309333333333,0,2.421,11.409,23.5009333333333,240.705444444444,6.54402777777778,4
"407",2008-01-26,168.422,47.2498,4.925,0.311,15.606,26.4078,239.760208333333,8.36666666666667,4
"408",2008-01-27,140.758,39.6961,3.725,3.818,7.367,24.7861,241.303673611111,6.98486111111111,4
"409",2008-01-28,107.836,38.4699333333333,1.142,0.28,12.792,24.2559333333333,240.466777777778,6.76958333333333,4
"410",2008-01-29,117.176,44.6004,1.487,6.199,11.077,25.8374,240.623104166667,7.84222222222222,5
"411",2008-01-30,116.47,27.3441,0,0.261,7.261,19.8221,241.614652777778,4.82638888888889,5
"412",2008-01-31,137.576,32.5653666666667,1.165,0.267,9.437,21.6963666666667,241.88575,5.79333333333333,5
"413",2008-02-01,179.25,25.5775333333333,0.336,0.28,7.241,17.7205333333333,240.360270833333,4.51763888888889,5
"414",2008-02-02,231.426,49.0073,6.286,2.764,15.206,24.7513,240.289173611111,8.65625,5
"415",2008-02-03,153.708,34.7428,2.319,4.435,8.452,19.5368,240.340722222222,6.13569444444444,5
"416",2008-02-04,104.034,27.1356333333333,1.161,0.252,9.531,16.1916333333333,240.255208333333,4.77722222222222,5
"417",2008-02-05,152.786,41.2076,1.098,7.803,13.717,18.5896,240.976916666667,7.21055555555556,6
"418",2008-02-06,114.26,27.8256666666667,2.114,0.356,8.428,16.9276666666667,238.413715277778,4.93361111111111,6
"419",2008-02-07,108.706,25.3051666666667,0,0.295,8.089,16.9211666666667,241.070548611111,4.43930555555556,6
"420",2008-02-08,119.094,32.5094,0.94,1.921,9.563,20.0854,240.433118055556,5.74722222222222,6
"421",2008-02-09,144.528,35.0379333333333,2.05,2.838,10.293,19.8569333333333,241.764506944444,6.09,6
"422",2008-02-10,151.736,36.4119,2.562,2.955,10.128,20.7669,241.275201388889,6.39680555555556,6
"423",2008-02-11,102.246,28.2002666666667,1.018,0.297,8.93,17.9552666666667,241.692194444444,4.93180555555556,6
"424",2008-02-12,130.946,33.1299666666667,2.009,1.856,12.138,17.1269666666667,239.509152777778,5.84708333333333,7
"425",2008-02-13,128.478,31.6749666666667,2.53,3.615,7.568,17.9619666666667,241.203097222222,5.58013888888889,7
"426",2008-02-14,113.646,26.7437,1.3,0.291,9.299,15.8537,240.764819444444,4.68375,7
"427",2008-02-15,107.952,33.4201333333333,1.109,1.723,13.417,17.1711333333333,241.890604166667,5.78125,7
"428",2008-02-16,138.994,39.1158,1.076,2.36,11.599,24.0808,241.087555555556,6.89388888888889,7
"429",2008-02-17,120.076,32.2228,3.182,2.257,6.049,20.7348,242.469833333333,5.65444444444444,7
"430",2008-02-18,101.972,25.2400666666667,0,0.251,10.345,14.6440666666667,242.063930555556,4.37625,7
"431",2008-02-19,137.568,35.4486,1.881,4.711,11.2,17.6566,241.010131944444,6.21972222222222,8
"432",2008-02-20,190.268,37.5631666666667,3.655,5.516,7.704,20.6881666666667,241.6696875,6.60833333333333,8
"433",2008-02-21,112.274,27.2308333333333,0,0.307,8.523,18.4008333333333,240.750388888889,4.78847222222222,8
"434",2008-02-22,121.688,28.8760666666667,1.167,1.985,10.101,15.6230666666667,241.435763888889,5.05527777777778,8
"435",2008-02-23,132.504,30.6079,1.684,2.25,10.074,16.5999,239.668652777778,5.41125,8
"436",2008-02-24,107.332,21.0501333333333,0.754,0.332,11.447,8.51713333333333,240.377798611111,3.63888888888889,8
"437",2008-02-25,91.72,8.40813333333333,0,0.321,1.856,6.23113333333333,239.776006944444,1.45555555555556,8
"438",2008-02-26,84.59,8.452,0,0.295,2.013,6.144,239.533326388889,1.45902777777778,9
"439",2008-02-27,86.168,9.44533333333333,0,0.326,2.969,6.15033333333333,239.554020833333,1.63416666666667,9
"440",2008-02-28,83.248,8.4864,0,0.281,2.028,6.1774,239.804270833333,1.46694444444444,9
"441",2008-02-29,88.948,22.2224666666667,0,3.773,8.062,10.3874666666667,238.038493055556,3.87263888888889,9
"442",2008-03-01,105.158,19.0312666666667,0,1.287,2.724,15.0202666666667,239.431513888889,3.27763888888889,9
"443",2008-03-02,144.71,19.3704333333333,0,5.244,2.565,11.5614333333333,239.746243055556,3.425,9
"444",2008-03-03,114.334,17.3425,0,2.207,1.755,13.3805,240.351986111111,2.9775,9
"445",2008-03-04,108.958,27.8165,1.249,2.443,9.415,14.7095,241.026416666667,4.86763888888889,10
"446",2008-03-05,140.898,33.9534666666667,1.145,9.797,5.529,17.4824666666667,241.065243055556,5.97083333333333,10
"447",2008-03-06,106.184,41.7201333333333,1.082,0.372,6.965,33.3011333333333,240.429229166667,7.21458333333333,10
"448",2008-03-07,129.392,31.0492666666667,1.235,3.471,9.033,17.3102666666667,240.816069444444,5.44166666666667,10
"449",2008-03-08,237.08,37.4776666666667,6.286,0.346,8.435,22.4106666666667,241.590951388889,6.58833333333333,10
"450",2008-03-09,135.574,26.0076333333333,2.607,0.333,4.155,18.9126333333333,240.746381944444,4.59111111111111,10
"451",2008-03-10,127.124,26.9781,2.009,0.368,8.66,15.9411,241.727347222222,4.7125,10
"452",2008-03-11,151.1,36.6673666666667,1.271,3.901,12.936,18.5593666666667,240.424152777778,6.46694444444444,11
"453",2008-03-12,138.194,29.5705333333333,1.12,2.374,11.042,15.0345333333333,241.057208333333,5.17222222222222,11
"454",2008-03-13,128.474,27.9252333333333,3.263,3.59,5.464,15.6082333333333,240.802625,4.94166666666667,11
"455",2008-03-14,159.748,36.837,0.98,3.881,14.476,17.5,240.627368055556,6.44625,11
"456",2008-03-15,154.412,26.2716666666667,2.55,0.502,5.91,17.3096666666667,240.197993055556,4.65069444444444,11
"457",2008-03-16,173.652,30.0326666666667,2.394,0.566,11.286,15.7866666666667,241.294666666667,5.29833333333333,11
"458",2008-03-17,175.274,28.4486333333333,0.236,6.651,9.346,12.2156333333333,240.805229166667,5.00694444444444,11
"459",2008-03-18,147.44,31.9594333333333,1.156,4.019,12.544,14.2404333333333,241.928986111111,5.57194444444444,12
"460",2008-03-19,142.498,21.8074666666667,2.11,0.411,6.154,13.1324666666667,242.402215277778,3.82555555555556,12
"461",2008-03-20,120.854,20.8879,1.107,0.478,6.67,12.6329,241.762583333333,3.65958333333333,12
"462",2008-03-21,223.824,34.4407,2.171,4.778,13.275,14.2167,241.369909722222,6.03819444444444,12
"463",2008-03-22,185.68,34.2252666666667,3.322,0.588,12.405,17.9102666666667,241.612152777778,6.02027777777778,12
"464",2008-03-23,152.446,38.7665,6.279,2.112,13.878,16.4975,242.652625,6.79055555555556,12
"465",2008-03-24,131.13,32.9378666666667,1.131,5.989,7.026,18.7918666666667,242.705763888889,5.75861111111111,12
"466",2008-03-25,127.832,33.5976,2.246,3.677,13.494,14.1806,242.138215277778,5.87055555555556,13
"467",2008-03-26,133.598,27.2245333333333,2.547,3.831,7.547,13.2995333333333,242.809798611111,4.76305555555556,13
"468",2008-03-27,116.44,22.8470333333333,0,0.356,9.022,13.4690333333333,242.095541666667,3.96083333333333,13
"469",2008-03-28,137.64,31.4237333333333,2.325,3.605,11.581,13.9127333333333,242.323340277778,5.47902777777778,13
"470",2008-03-29,175.068,41.1858333333333,5.153,0.375,17.24,18.4178333333333,241.253548611111,7.20930555555556,13
"471",2008-03-30,175.97,35.7732,5.045,1.315,9.769,19.6442,241.163756944444,6.2775,13
"472",2008-03-31,130.86,22.9595,1.091,0.411,9.387,12.0705,242.727041666667,4.00597222222222,13
"473",2008-04-01,170.396,35.4842,1.079,6.657,14.515,13.2332,241.615805555556,6.2025,14
"474",2008-04-02,142.54,28.1945333333333,1.106,3.674,7.989,15.4255333333333,238.667159722222,5.00763888888889,14
"475",2008-04-03,121.236,18.8126,0,0.422,6.901,11.4896,240.694243055556,3.28083333333333,14
"476",2008-04-04,125.306,27.1986333333333,2.133,0.775,13.246,11.0446333333333,241.331055555556,4.72638888888889,14
"477",2008-04-05,203.684,32.8460333333333,2.929,0.874,13.644,15.3990333333333,240.558027777778,5.78486111111111,14
"478",2008-04-06,150.572,28.2719666666667,1.124,2.615,7.552,16.9809666666667,241.149604166667,4.94638888888889,14
"479",2008-04-07,141.28,25.6473,2.42,0.672,9.466,13.0893,243.228326388889,4.48416666666667,14
"480",2008-04-08,184.176,44.2919333333333,2.752,10.713,17.519,13.3079333333333,242.066583333333,7.69944444444444,15
"481",2008-04-09,132.864,20.3142,0,0.376,9.003,10.9352,242.317708333333,3.52291666666667,15
"482",2008-04-10,163.68,24.6291,3.261,0.457,6.527,14.3841,241.949048611111,4.30541666666667,15
"483",2008-04-11,143.89,31.2944,1.802,0.491,14.522,14.4794,240.758375,5.45263888888889,15
"484",2008-04-12,392.272,46.6669,7.076,2.499,15.225,21.8669,241.063173611111,8.21819444444444,15
"485",2008-04-13,213.514,37.2164333333333,2.554,5.942,13.007,15.7134333333333,240.423326388889,6.55180555555556,15
"486",2008-04-14,154.958,26.4930333333333,0,0.425,11.197,14.8710333333333,242.314055555556,4.60430555555556,15
"487",2008-04-15,178.782,27.8401,1.174,3.998,9.874,12.7941,241.238743055556,4.90958333333333,16
"488",2008-04-16,125.904,24.8177333333333,0.838,0.403,11.322,12.2547333333333,241.744388888889,4.31611111111111,16
"489",2008-04-17,145.878,23.2643666666667,1.719,0.417,8.638,12.4903666666667,241.403597222222,4.10430555555556,16
"490",2008-04-18,184.646,31.0398333333333,2.174,3.832,10.921,14.1128333333333,240.641576388889,5.45763888888889,16
"491",2008-04-19,245.284,37.5618333333333,4.319,2.457,14.722,16.0638333333333,241.143180555556,6.63611111111111,16
"492",2008-04-20,227.854,29.8569666666667,1.03,4.544,10.401,13.8819666666667,241.432875,5.26055555555556,16
"493",2008-04-21,175.4,19.4026,0,2.673,6.788,9.9416,241.992493055556,3.40416666666667,16
"494",2008-04-22,193.15,27.1279333333333,0.971,5.093,10.603,10.4609333333333,240.959715277778,4.7725,17
"495",2008-04-23,189.502,22.6221333333333,1.38,0.492,8.406,12.3441333333333,241.511340277778,3.9675,17
"496",2008-04-24,171.924,17.3962,1.263,0.522,5.296,10.3152,240.605326388889,3.05805555555556,17
"497",2008-04-25,162.224,21.1289,0.824,2.004,9.4,8.9009,241.007152777778,3.7,17
