"","Date","Day_week","month","Year","MonthYear","Global_reactive_power","Global_active_power_kwh","Voltage","Global_intensity","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh"
"353",2007-12-04,"Tuesday",12,2007,"12 - 2007",145.016,34.4606,241.535979166667,6.04513888888889,1.012,5.828,8.561,19.0596
"354",2007-12-05,"Wednesday",12,2007,"12 - 2007",178.398,35.8853333333333,241.227881944444,6.34819444444444,3.422,0.295,10.919,21.2493333333333
"355",2007-12-06,"Thursday",12,2007,"12 - 2007",161.936,41.4655666666667,239.710097222222,7.33791666666667,4.751,0.318,11.908,24.4885666666667
"356",2007-12-07,"Friday",12,2007,"12 - 2007",147.64,29.4836,240.671048611111,5.15791666666667,0.459,3.71,10.263,15.0516
"357",2007-12-08,"Saturday",12,2007,"12 - 2007",154.34,36.8900666666667,239.559930555556,6.50805555555556,1.133,2.354,12.283,21.1200666666667
"358",2007-12-09,"Sunday",12,2007,"12 - 2007",200.936,37.9097333333333,239.915076388889,6.70152777777778,4.176,2.428,8.728,22.5777333333333
"359",2007-12-10,"Monday",12,2007,"12 - 2007",125.012,29.3125666666667,241.903833333333,5.17458333333333,1.102,0.278,8.281,19.6515666666667
"360",2007-12-11,"Tuesday",12,2007,"12 - 2007",133.698,38.4184,241.460236111111,6.71222222222222,1.05,3.817,12.74,20.8114
"361",2007-12-12,"Wednesday",12,2007,"12 - 2007",116.886,26.4677,242.476326388889,4.59111111111111,1.152,0.254,7.759,17.3027
"362",2007-12-13,"Thursday",12,2007,"12 - 2007",111.49,30.7957666666667,241.827340277778,5.41958333333333,1.103,1.448,8.911,19.3337666666667
"363",2007-12-14,"Friday",12,2007,"12 - 2007",179.55,32.9134666666667,241.985923611111,5.75777777777778,0.98,3.849,12.941,15.1434666666667
"364",2007-12-15,"Saturday",12,2007,"12 - 2007",157.626,45.6146,241.280645833333,7.98,1.706,3.687,14.313,25.9086
"365",2007-12-16,"Sunday",12,2007,"12 - 2007",126.938,46.0369666666667,242.684986111111,7.99222222222222,3.41,2.281,12.929,27.4169666666667
"366",2007-12-17,"Monday",12,2007,"12 - 2007",105.098,29.9511,242.62575399583,5.18943710910354,1.636,0.243,10.567,17.5051
"367",2007-12-18,"Tuesday",12,2007,"12 - 2007",144.08,43.7199,242.939986111111,7.60208333333333,1.123,5.81,11.093,25.6939
"368",2007-12-19,"Wednesday",12,2007,"12 - 2007",109.336,36.6008666666667,242.701097222222,6.33444444444444,1.233,2.658,11.679,21.0308666666667
"369",2007-12-20,"Thursday",12,2007,"12 - 2007",119.434,32.4959666666667,243.1679375,5.61333333333333,1.859,0.276,13.592,16.7689666666667
"370",2007-12-21,"Friday",12,2007,"12 - 2007",106.47,33.0429333333333,242.881631944444,5.71375,1.191,0.2,12.251,19.4009333333333
"371",2007-12-22,"Saturday",12,2007,"12 - 2007",141.314,43.5210666666667,242.145534722222,7.59347222222222,3.819,4.55,12.673,22.4790666666667
"372",2007-12-23,"Sunday",12,2007,"12 - 2007",176.272,40.1508,242.5579375,6.98277777777778,1.971,3.091,11.962,23.1268
"373",2007-12-24,"Monday",12,2007,"12 - 2007",149.754,37.6308,242.650423611111,6.54972222222222,2.985,2.316,14.35,17.9798
"374",2007-12-25,"Tuesday",12,2007,"12 - 2007",151.812,44.9161333333333,242.980868055556,7.79097222222222,4.588,3.368,9.084,27.8761333333333
"375",2007-12-26,"Wednesday",12,2007,"12 - 2007",140.314,43.0046666666667,242.392395833333,7.42611111111111,1.109,2.773,9.48,29.6426666666667
"376",2007-12-27,"Thursday",12,2007,"12 - 2007",190.582,42.2033,242.111611111111,7.39583333333333,4.122,1.49,7.96,28.6313
"377",2007-12-28,"Friday",12,2007,"12 - 2007",206.8,51.8842,242.284479166667,9.03055555555556,1.98,8.554,15.823,25.5272
"378",2007-12-29,"Saturday",12,2007,"12 - 2007",199.892,54.9826,240.550666666667,9.56,4.836,2.434,14.906,32.8066
"379",2007-12-30,"Sunday",12,2007,"12 - 2007",178.436,42.6486,242.099173611111,7.46569444444444,3.595,3.597,13.485,21.9716
"380",2007-12-31,"Monday",12,2007,"12 - 2007",145.536,36.9423666666667,241.094791666667,6.455,0,3.457,14.071,19.4143666666667
"381",2008-01-01,"Tuesday",1,2008,"1 - 2008",142.508,45.9956333333333,241.036673611111,7.97861111111111,2.461,2.739,12.355,28.4406333333333
"382",2008-01-02,"Wednesday",1,2008,"1 - 2008",111.666,27.4017666666667,242.417451388889,4.77041666666667,0,3.094,8.987,15.3207666666667
"383",2008-01-03,"Thursday",1,2008,"1 - 2008",121.182,25.1684666666667,243.077458333333,4.40166666666667,1.13,0.846,6.671,16.5214666666667
"384",2008-01-04,"Friday",1,2008,"1 - 2008",136.706,38.1975333333333,241.273381944444,6.71513888888889,1.241,5.326,11.752,19.8785333333333
"385",2008-01-05,"Saturday",1,2008,"1 - 2008",129.464,36.3874666666667,238.822944444444,6.44680555555556,2.113,0.286,14.591,19.3974666666667
"386",2008-01-06,"Sunday",1,2008,"1 - 2008",116.958,30.4197333333333,239.407291666667,5.39013888888889,1.966,2.445,7.824,18.1847333333333
"387",2008-01-07,"Monday",1,2008,"1 - 2008",116.172,28.2635666666667,240.7439375,4.91527777777778,1.288,0.282,10.294,16.3995666666667
"388",2008-01-08,"Tuesday",1,2008,"1 - 2008",127.452,34.0591666666667,240.821805555556,5.99,2.197,3.511,9.793,18.5581666666667
"389",2008-01-09,"Wednesday",1,2008,"1 - 2008",125.336,29.8073333333333,241.258638888889,5.23194444444444,1.162,0.284,8.963,19.3983333333333
"390",2008-01-10,"Thursday",1,2008,"1 - 2008",120.504,31.5679333333333,240.807138888889,5.59458333333333,1.307,0.285,9.992,19.9839333333333
"391",2008-01-11,"Friday",1,2008,"1 - 2008",95.484,28.4303,240.410048611111,4.96347222222222,1.261,0.29,7.997,18.8823
"392",2008-01-12,"Saturday",1,2008,"1 - 2008",162.724,47.8568,239.960180555556,8.52388888888889,5.594,2.621,11.116,28.5258
"393",2008-01-13,"Sunday",1,2008,"1 - 2008",144.278,48.0276,239.751195274496,8.44933981931897,6.505,0.34,9.362,31.8206
"394",2008-01-14,"Monday",1,2008,"1 - 2008",120.11,33.7488666666667,240.299006944444,6.01458333333333,5.918,0.339,9.738,17.7538666666667
"395",2008-01-15,"Tuesday",1,2008,"1 - 2008",113.144,44.7818666666667,240.709486111111,7.89125,0.782,6.883,14.512,22.6048666666667
"396",2008-01-16,"Wednesday",1,2008,"1 - 2008",128.93,35.5975333333333,240.422145833333,6.31958333333333,1.162,3.43,9.391,21.6145333333333
"397",2008-01-17,"Thursday",1,2008,"1 - 2008",116.718,26.2047,241.627993055556,4.645,1.007,0.35,8.657,16.1907
"398",2008-01-18,"Friday",1,2008,"1 - 2008",119.29,36.4498,239.932930555556,6.43222222222222,1.034,0.846,14.983,19.5868
"399",2008-01-19,"Saturday",1,2008,"1 - 2008",134.982,33.0051,239.605923611111,5.82888888888889,2.521,6.054,8.015,16.4151
"400",2008-01-20,"Sunday",1,2008,"1 - 2008",138.614,29.0061333333333,239.944541666667,5.14888888888889,1.775,0.38,4.94,21.9111333333333
"401",2008-01-21,"Monday",1,2008,"1 - 2008",122.4,30.9833,239.56475,5.51902777777778,0,0.376,10.447,20.1603
"402",2008-01-22,"Tuesday",1,2008,"1 - 2008",143.462,38.7503,240.094777777778,6.92875,4.67,7.64,7.552,18.8883
"403",2008-01-23,"Wednesday",1,2008,"1 - 2008",107.984,31.3718,240.907048611111,5.52027777777778,1.116,0.387,13.359,16.5098
"404",2008-01-24,"Thursday",1,2008,"1 - 2008",104.306,27.4170333333333,240.779229166667,4.88791666666667,1.107,0.32,5.935,20.0550333333333
"405",2008-01-25,"Friday",1,2008,"1 - 2008",119.626,37.3309333333333,240.705444444444,6.54402777777778,0,2.421,11.409,23.5009333333333
"406",2008-01-26,"Saturday",1,2008,"1 - 2008",168.422,47.2498,239.760208333333,8.36666666666667,4.925,0.311,15.606,26.4078
"407",2008-01-27,"Sunday",1,2008,"1 - 2008",140.758,39.6961,241.303673611111,6.98486111111111,3.725,3.818,7.367,24.7861
"408",2008-01-28,"Monday",1,2008,"1 - 2008",107.836,38.4699333333333,240.466777777778,6.76958333333333,1.142,0.28,12.792,24.2559333333333
"409",2008-01-29,"Tuesday",1,2008,"1 - 2008",117.176,44.6004,240.623104166667,7.84222222222222,1.487,6.199,11.077,25.8374
"410",2008-01-30,"Wednesday",1,2008,"1 - 2008",116.47,27.3441,241.614652777778,4.82638888888889,0,0.261,7.261,19.8221
"411",2008-01-31,"Thursday",1,2008,"1 - 2008",137.576,32.5653666666667,241.88575,5.79333333333333,1.165,0.267,9.437,21.6963666666667
"412",2008-02-01,"Friday",2,2008,"2 - 2008",179.25,25.5775333333333,240.360270833333,4.51763888888889,0.336,0.28,7.241,17.7205333333333
"413",2008-02-02,"Saturday",2,2008,"2 - 2008",230.968,48.9339,240.290514246004,8.6494788047255,6.247,2.764,15.188,24.7349
"414",2008-02-03,"Sunday",2,2008,"2 - 2008",153.708,34.7428,240.340722222222,6.13569444444444,2.319,4.435,8.452,19.5368
"415",2008-02-04,"Monday",2,2008,"2 - 2008",104.034,27.1356333333333,240.255208333333,4.77722222222222,1.161,0.252,9.531,16.1916333333333
"416",2008-02-05,"Tuesday",2,2008,"2 - 2008",152.786,41.2076,240.976916666667,7.21055555555556,1.098,7.803,13.717,18.5896
"417",2008-02-06,"Wednesday",2,2008,"2 - 2008",114.26,27.8256666666667,238.413715277778,4.93361111111111,2.114,0.356,8.428,16.9276666666667
"418",2008-02-07,"Thursday",2,2008,"2 - 2008",108.706,25.3051666666667,241.070548611111,4.43930555555556,0,0.295,8.089,16.9211666666667
"419",2008-02-08,"Friday",2,2008,"2 - 2008",119.094,32.5094,240.433118055556,5.74722222222222,0.94,1.921,9.563,20.0854
"420",2008-02-09,"Saturday",2,2008,"2 - 2008",144.528,35.0379333333333,241.764506944444,6.09,2.05,2.838,10.293,19.8569333333333
"421",2008-02-10,"Sunday",2,2008,"2 - 2008",151.736,36.4119,241.275201388889,6.39680555555556,2.562,2.955,10.128,20.7669
"422",2008-02-11,"Monday",2,2008,"2 - 2008",102.246,28.2002666666667,241.692194444444,4.93180555555556,1.018,0.297,8.93,17.9552666666667
"423",2008-02-12,"Tuesday",2,2008,"2 - 2008",130.946,33.1299666666667,239.509152777778,5.84708333333333,2.009,1.856,12.138,17.1269666666667
"424",2008-02-13,"Wednesday",2,2008,"2 - 2008",128.478,31.6749666666667,241.203097222222,5.58013888888889,2.53,3.615,7.568,17.9619666666667
"425",2008-02-14,"Thursday",2,2008,"2 - 2008",113.646,26.7437,240.764819444444,4.68375,1.3,0.291,9.299,15.8537
"426",2008-02-15,"Friday",2,2008,"2 - 2008",107.952,33.4201333333333,241.890604166667,5.78125,1.109,1.723,13.417,17.1711333333333
"427",2008-02-16,"Saturday",2,2008,"2 - 2008",138.994,39.1158,241.087555555556,6.89388888888889,1.076,2.36,11.599,24.0808
"428",2008-02-17,"Sunday",2,2008,"2 - 2008",120.076,32.2228,242.469833333333,5.65444444444444,3.182,2.257,6.049,20.7348
"429",2008-02-18,"Monday",2,2008,"2 - 2008",101.972,25.2400666666667,242.063930555556,4.37625,0,0.251,10.345,14.6440666666667
"430",2008-02-19,"Tuesday",2,2008,"2 - 2008",137.568,35.4486,241.010131944444,6.21972222222222,1.881,4.711,11.2,17.6566
"431",2008-02-20,"Wednesday",2,2008,"2 - 2008",190.268,37.5631666666667,241.6696875,6.60833333333333,3.655,5.516,7.704,20.6881666666667
"432",2008-02-21,"Thursday",2,2008,"2 - 2008",112.274,27.2308333333333,240.750388888889,4.78847222222222,0,0.307,8.523,18.4008333333333
"433",2008-02-22,"Friday",2,2008,"2 - 2008",121.688,28.8760666666667,241.435763888889,5.05527777777778,1.167,1.985,10.101,15.6230666666667
"434",2008-02-23,"Saturday",2,2008,"2 - 2008",132.504,30.5661666666667,239.67264255911,5.4115438108484,1.684,2.25,10.04,16.5921666666667
"435",2008-02-24,"Sunday",2,2008,"2 - 2008",107.332,21.0501333333333,240.377798611111,3.63888888888889,0.754,0.332,11.447,8.51713333333333
"436",2008-02-25,"Monday",2,2008,"2 - 2008",91.72,8.40813333333333,239.776006944444,1.45555555555556,0,0.321,1.856,6.23113333333333
"437",2008-02-26,"Tuesday",2,2008,"2 - 2008",84.59,8.452,239.533326388889,1.45902777777778,0,0.295,2.013,6.144
"438",2008-02-27,"Wednesday",2,2008,"2 - 2008",86.168,9.44533333333333,239.554020833333,1.63416666666667,0,0.326,2.969,6.15033333333333
"439",2008-02-28,"Thursday",2,2008,"2 - 2008",83.248,8.4864,239.804270833333,1.46694444444444,0,0.281,2.028,6.1774
"440",2008-02-29,"Friday",2,2008,"2 - 2008",88.948,22.2224666666667,238.038493055556,3.87263888888889,0,3.773,8.062,10.3874666666667
"441",2008-03-01,"Saturday",3,2008,"3 - 2008",105.158,19.0312666666667,239.431513888889,3.27763888888889,0,1.287,2.724,15.0202666666667
"442",2008-03-02,"Sunday",3,2008,"3 - 2008",144.71,19.3704333333333,239.746243055556,3.425,0,5.244,2.565,11.5614333333333
"443",2008-03-03,"Monday",3,2008,"3 - 2008",114.334,17.3425,240.351986111111,2.9775,0,2.207,1.755,13.3805
"444",2008-03-04,"Tuesday",3,2008,"3 - 2008",108.958,27.8165,241.026416666667,4.86763888888889,1.249,2.443,9.415,14.7095
"445",2008-03-05,"Wednesday",3,2008,"3 - 2008",140.898,33.9534666666667,241.065243055556,5.97083333333333,1.145,9.797,5.529,17.4824666666667
"446",2008-03-06,"Thursday",3,2008,"3 - 2008",106.184,41.7201333333333,240.429229166667,7.21458333333333,1.082,0.372,6.965,33.3011333333333
"447",2008-03-07,"Friday",3,2008,"3 - 2008",129.392,31.0492666666667,240.816069444444,5.44166666666667,1.235,3.471,9.033,17.3102666666667
"448",2008-03-08,"Saturday",3,2008,"3 - 2008",237.08,37.4776666666667,241.590951388889,6.58833333333333,6.286,0.346,8.435,22.4106666666667
"449",2008-03-09,"Sunday",3,2008,"3 - 2008",135.574,26.0076333333333,240.746381944444,4.59111111111111,2.607,0.333,4.155,18.9126333333333
"450",2008-03-10,"Monday",3,2008,"3 - 2008",127.124,26.9781,241.727347222222,4.7125,2.009,0.368,8.66,15.9411
"451",2008-03-11,"Tuesday",3,2008,"3 - 2008",151.1,36.6673666666667,240.424152777778,6.46694444444444,1.271,3.901,12.936,18.5593666666667
"452",2008-03-12,"Wednesday",3,2008,"3 - 2008",138.194,29.5705333333333,241.057208333333,5.17222222222222,1.12,2.374,11.042,15.0345333333333
"453",2008-03-13,"Thursday",3,2008,"3 - 2008",128.474,27.9252333333333,240.802625,4.94166666666667,3.263,3.59,5.464,15.6082333333333
"454",2008-03-14,"Friday",3,2008,"3 - 2008",159.748,36.837,240.627368055556,6.44625,0.98,3.881,14.476,17.5
"455",2008-03-15,"Saturday",3,2008,"3 - 2008",154.412,26.2716666666667,240.197993055556,4.65069444444444,2.55,0.502,5.91,17.3096666666667
"456",2008-03-16,"Sunday",3,2008,"3 - 2008",173.652,30.0326666666667,241.294666666667,5.29833333333333,2.394,0.566,11.286,15.7866666666667
"457",2008-03-17,"Monday",3,2008,"3 - 2008",175.274,28.4486333333333,240.805229166667,5.00694444444444,0.236,6.651,9.346,12.2156333333333
"458",2008-03-18,"Tuesday",3,2008,"3 - 2008",147.44,31.9594333333333,241.928986111111,5.57194444444444,1.156,4.019,12.544,14.2404333333333
"459",2008-03-19,"Wednesday",3,2008,"3 - 2008",142.498,21.8074666666667,242.402215277778,3.82555555555556,2.11,0.411,6.154,13.1324666666667
"460",2008-03-20,"Thursday",3,2008,"3 - 2008",120.854,20.8879,241.762583333333,3.65958333333333,1.107,0.478,6.67,12.6329
"461",2008-03-21,"Friday",3,2008,"3 - 2008",223.824,34.4407,241.369909722222,6.03819444444444,2.171,4.778,13.275,14.2167
"462",2008-03-22,"Saturday",3,2008,"3 - 2008",185.68,34.2252666666667,241.612152777778,6.02027777777778,3.322,0.588,12.405,17.9102666666667
"463",2008-03-23,"Sunday",3,2008,"3 - 2008",152.446,38.7665,242.652625,6.79055555555556,6.279,2.112,13.878,16.4975
"464",2008-03-24,"Monday",3,2008,"3 - 2008",131.05,32.9111333333333,242.707255038221,5.75788742182071,1.131,5.988,7.008,18.7841333333333
"465",2008-03-25,"Tuesday",3,2008,"3 - 2008",127.832,33.5976,242.138215277778,5.87055555555556,2.246,3.677,13.494,14.1806
"466",2008-03-26,"Wednesday",3,2008,"3 - 2008",133.598,27.2245333333333,242.809798611111,4.76305555555556,2.547,3.831,7.547,13.2995333333333
"467",2008-03-27,"Thursday",3,2008,"3 - 2008",116.44,22.8470333333333,242.095541666667,3.96083333333333,0,0.356,9.022,13.4690333333333
"468",2008-03-28,"Friday",3,2008,"3 - 2008",137.64,31.4237333333333,242.323340277778,5.47902777777778,2.325,3.605,11.581,13.9127333333333
"469",2008-03-29,"Saturday",3,2008,"3 - 2008",175.068,41.1858333333333,241.253548611111,7.20930555555556,5.153,0.375,17.24,18.4178333333333
"470",2008-03-30,"Sunday",3,2008,"3 - 2008",175.97,35.7732,241.163756944444,6.2775,5.045,1.315,9.769,19.6442
"471",2008-03-31,"Monday",3,2008,"3 - 2008",130.86,22.9595,242.727041666667,4.00597222222222,1.091,0.411,9.387,12.0705
"472",2008-04-01,"Tuesday",4,2008,"4 - 2008",170.396,35.4842,241.615805555556,6.2025,1.079,6.657,14.515,13.2332
"473",2008-04-02,"Wednesday",4,2008,"4 - 2008",142.54,28.1945333333333,238.667159722222,5.00763888888889,1.106,3.674,7.989,15.4255333333333
"474",2008-04-03,"Thursday",4,2008,"4 - 2008",121.236,18.8126,240.694243055556,3.28083333333333,0,0.422,6.901,11.4896
"475",2008-04-04,"Friday",4,2008,"4 - 2008",125.306,27.1986333333333,241.331055555556,4.72638888888889,2.133,0.775,13.246,11.0446333333333
"476",2008-04-05,"Saturday",4,2008,"4 - 2008",203.684,32.8460333333333,240.558027777778,5.78486111111111,2.929,0.874,13.644,15.3990333333333
"477",2008-04-06,"Sunday",4,2008,"4 - 2008",150.572,28.2719666666667,241.149604166667,4.94638888888889,1.124,2.615,7.552,16.9809666666667
"478",2008-04-07,"Monday",4,2008,"4 - 2008",141.28,25.6473,243.228326388889,4.48416666666667,2.42,0.672,9.466,13.0893
"479",2008-04-08,"Tuesday",4,2008,"4 - 2008",184.176,44.2919333333333,242.066583333333,7.69944444444444,2.752,10.713,17.519,13.3079333333333
"480",2008-04-09,"Wednesday",4,2008,"4 - 2008",132.864,20.3142,242.317708333333,3.52291666666667,0,0.376,9.003,10.9352
"481",2008-04-10,"Thursday",4,2008,"4 - 2008",163.68,24.6291,241.949048611111,4.30541666666667,3.261,0.457,6.527,14.3841
"482",2008-04-11,"Friday",4,2008,"4 - 2008",143.89,31.2944,240.758375,5.45263888888889,1.802,0.491,14.522,14.4794
"483",2008-04-12,"Saturday",4,2008,"4 - 2008",392.272,46.6669,241.063173611111,8.21819444444444,7.076,2.499,15.225,21.8669
"484",2008-04-13,"Sunday",4,2008,"4 - 2008",213.514,37.2164333333333,240.423326388889,6.55180555555556,2.554,5.942,13.007,15.7134333333333
"485",2008-04-14,"Monday",4,2008,"4 - 2008",154.958,26.4930333333333,242.314055555556,4.60430555555556,0,0.425,11.197,14.8710333333333
"486",2008-04-15,"Tuesday",4,2008,"4 - 2008",178.782,27.8401,241.238743055556,4.90958333333333,1.174,3.998,9.874,12.7941
"487",2008-04-16,"Wednesday",4,2008,"4 - 2008",125.904,24.8177333333333,241.744388888889,4.31611111111111,0.838,0.403,11.322,12.2547333333333
"488",2008-04-17,"Thursday",4,2008,"4 - 2008",145.878,23.2643666666667,241.403597222222,4.10430555555556,1.719,0.417,8.638,12.4903666666667
"489",2008-04-18,"Friday",4,2008,"4 - 2008",184.646,31.0398333333333,240.641576388889,5.45763888888889,2.174,3.832,10.921,14.1128333333333
"490",2008-04-19,"Saturday",4,2008,"4 - 2008",245.284,37.5618333333333,241.143180555556,6.63611111111111,4.319,2.457,14.722,16.0638333333333
"491",2008-04-20,"Sunday",4,2008,"4 - 2008",227.854,29.8569666666667,241.432875,5.26055555555556,1.03,4.544,10.401,13.8819666666667
"492",2008-04-21,"Monday",4,2008,"4 - 2008",175.4,19.4026,241.992493055556,3.40416666666667,0,2.673,6.788,9.9416
"493",2008-04-22,"Tuesday",4,2008,"4 - 2008",193.15,27.1279333333333,240.959715277778,4.7725,0.971,5.093,10.603,10.4609333333333
"494",2008-04-23,"Wednesday",4,2008,"4 - 2008",189.502,22.6221333333333,241.511340277778,3.9675,1.38,0.492,8.406,12.3441333333333
"495",2008-04-24,"Thursday",4,2008,"4 - 2008",171.924,17.3962,240.605326388889,3.05805555555556,1.263,0.522,5.296,10.3152
"496",2008-04-25,"Friday",4,2008,"4 - 2008",162.224,21.1289,241.007152777778,3.7,0.824,2.004,9.4,8.9009
"497",2008-04-26,"Saturday",4,2008,"4 - 2008",168.696,15.0527666666667,240.7925625,2.63402777777778,0,0.634,3.586,10.8327666666667
"498",2008-04-27,"Sunday",4,2008,"4 - 2008",198.118,16.804,240.907284722222,2.96375,0.693,0.588,5.488,10.035
"499",2008-04-28,"Monday",4,2008,"4 - 2008",167.118,10.9842,240.978458333333,1.95069444444444,0,0.621,2.786,7.5772
"500",2008-04-29,"Tuesday",4,2008,"4 - 2008",215.356,32.8769333333333,240.706902777778,5.77069444444444,1.402,5.411,10.481,15.5829333333333
"501",2008-04-30,"Wednesday",4,2008,"4 - 2008",171.556,18.3621,241.433645833333,3.21861111111111,1.057,0.59,6.653,10.0621
"502",2008-05-01,"Thursday",5,2008,"5 - 2008",150.696,9.60023333333333,241.446263888889,1.70236111111111,0,0.53,2.586,6.48423333333333
"503",2008-05-02,"Friday",5,2008,"5 - 2008",205.568,24.9628,241.648944444444,4.37777777777778,3.114,0.584,8.687,12.5778
"504",2008-05-03,"Saturday",5,2008,"5 - 2008",202.004,21.4933333333333,240.8336875,3.80097222222222,0.996,0.541,6.535,13.4213333333333
"505",2008-05-04,"Sunday",5,2008,"5 - 2008",209.422,24.5161666666667,241.380479166667,4.3625,2.196,2.872,5.464,13.9841666666667
"506",2008-05-05,"Monday",5,2008,"5 - 2008",185.75,22.7822,240.736854166667,3.99777777777778,1.008,0.378,10.197,11.1992
"507",2008-05-06,"Tuesday",5,2008,"5 - 2008",199.596,29.833,240.290319444444,5.24597222222222,1.354,5.41,12.2,10.869
"508",2008-05-07,"Wednesday",5,2008,"5 - 2008",190.956,19.6044,241.081263888889,3.4575,1.03,0.423,6.649,11.5024
"509",2008-05-08,"Thursday",5,2008,"5 - 2008",253.244,35.2783,239.851291666667,6.17847222222222,3.667,0.702,12.717,18.1923
"510",2008-05-09,"Friday",5,2008,"5 - 2008",229.874,29.1212,240.471222222222,5.13611111111111,2.229,0.423,11.904,14.5652
"511",2008-05-10,"Saturday",5,2008,"5 - 2008",289.814,31.8188,240.086229166667,5.63638888888889,6.95,0.612,11.714,12.5428
"512",2008-05-11,"Sunday",5,2008,"5 - 2008",275.702,26.8486666666667,240.485597222222,4.80416666666667,0.563,1.34,6.93,18.0156666666667
"513",2008-05-12,"Monday",5,2008,"5 - 2008",229.14,25.4034,241.041625,4.51944444444444,2.082,1.085,11.959,10.2774
"514",2008-05-13,"Tuesday",5,2008,"5 - 2008",236.468,24.6149,240.3740625,4.39180555555556,0.823,4.089,8.37,11.3329
"515",2008-05-14,"Wednesday",5,2008,"5 - 2008",277.374,26.4043666666667,240.708513888889,4.71333333333333,2.467,3.436,9.716,10.7853666666667
"516",2008-05-15,"Thursday",5,2008,"5 - 2008",237.724,19.3794666666667,240.350395833333,3.52208333333333,0.868,0.57,6.82,11.1214666666667
"517",2008-05-16,"Friday",5,2008,"5 - 2008",235.202,27.4671666666667,239.620243393602,4.92225312934631,2.228,2.565,8.955,13.7191666666667
"518",2008-05-17,"Saturday",5,2008,"5 - 2008",275.896,27.6242333333333,239.472861111111,4.95152777777778,2.158,0.935,12.472,12.0592333333333
"519",2008-05-18,"Sunday",5,2008,"5 - 2008",254.492,30.0659666666667,239.6826875,5.40944444444444,1.775,5.355,8.626,14.3099666666667
"520",2008-05-19,"Monday",5,2008,"5 - 2008",175.736,17.1710333333333,240.431875,3.06944444444444,1.014,0.558,7.503,8.09603333333333
"521",2008-05-20,"Tuesday",5,2008,"5 - 2008",184.082,26.3555666666667,241.019604166667,4.68222222222222,1.352,2.431,11.977,10.5955666666667
"522",2008-05-21,"Wednesday",5,2008,"5 - 2008",190.326,22.0685333333333,240.760513888889,3.91666666666667,1.989,0.474,9.251,10.3545333333333
"523",2008-05-22,"Thursday",5,2008,"5 - 2008",169.816,16.2811333333333,239.500194444444,2.95597222222222,0.996,0.44,6.475,8.37013333333333
"524",2008-05-23,"Friday",5,2008,"5 - 2008",178.958,24.7486,239.498854166667,4.35861111111111,0,1.39,14.734,8.6246
"525",2008-05-24,"Saturday",5,2008,"5 - 2008",285.55,26.3362666666667,240.724902777778,4.66902777777778,1.027,0.569,12.833,11.9072666666667
"526",2008-05-25,"Sunday",5,2008,"5 - 2008",290.416,34.1417333333333,239.945645833333,6.13652777777778,4.307,8.811,6.016,15.0077333333333
"527",2008-05-26,"Monday",5,2008,"5 - 2008",220.698,21.4951666666667,240.3636875,3.92972222222222,0.985,0.666,9.284,10.5601666666667
"528",2008-05-27,"Tuesday",5,2008,"5 - 2008",207.466,28.4783333333333,239.390868055556,5.10736111111111,0,5.352,11.478,11.6483333333333
"529",2008-05-28,"Wednesday",5,2008,"5 - 2008",235.644,18.5728666666667,241.322694444444,3.35055555555556,3.138,0.512,6.709,8.21386666666667
"530",2008-05-29,"Thursday",5,2008,"5 - 2008",186.832,18.9179333333333,237.675159722222,3.47569444444444,1.004,0.507,8.703,8.70393333333333
"531",2008-05-30,"Friday",5,2008,"5 - 2008",182.218,23.2874,240.553694444444,4.20291666666667,0,3.019,11.298,8.9704
"532",2008-05-31,"Saturday",5,2008,"5 - 2008",249.924,27.3578333333333,240.654201388889,4.92305555555556,1.764,2.328,11.858,11.4078333333333
"533",2008-06-01,"Sunday",6,2008,"6 - 2008",225.34,30.8146,240.623180555556,5.42319444444444,1.906,0.545,11.307,17.0566
"534",2008-06-02,"Monday",6,2008,"6 - 2008",165.158,17.9002,236.369875,3.21805555555556,0.96,0.558,6.341,10.0412
"535",2008-06-03,"Tuesday",6,2008,"6 - 2008",173.938,26.6302666666667,234.152208333333,4.84416666666667,2.897,2.608,9.265,11.8602666666667
"536",2008-06-04,"Wednesday",6,2008,"6 - 2008",152.404,26.4818666666667,234.706472222222,4.82777777777778,1.55,7.682,6.508,10.7418666666667
"537",2008-06-05,"Thursday",6,2008,"6 - 2008",153.106,18.6679666666667,235.163826388889,3.39763888888889,1.747,0.506,8.781,7.63396666666667
"538",2008-06-06,"Friday",6,2008,"6 - 2008",174.52,20.2952333333333,239.7169375,3.67208333333333,1.009,0.506,7.871,10.9092333333333
"539",2008-06-07,"Saturday",6,2008,"6 - 2008",186.414,31.3747333333333,238.984444444444,5.53194444444444,2.379,2.611,14.593,11.7917333333333
"540",2008-06-08,"Sunday",6,2008,"6 - 2008",188.384,25.7053666666667,239.9649375,4.59611111111111,2.536,3.161,9.732,10.2763666666667
"541",2008-06-09,"Monday",6,2008,"6 - 2008",183.64,22.0949666666667,239.434680555556,4.03972222222222,1.967,2.085,7.921,10.1219666666667
"542",2008-06-10,"Tuesday",6,2008,"6 - 2008",216.018,17.7848333333333,239.978048611111,3.20486111111111,0.907,0.585,8.992,7.30083333333333
"543",2008-06-11,"Wednesday",6,2008,"6 - 2008",214.372,18.7201,240.154472222222,3.38847222222222,0.977,0.842,7.566,9.3351
